participant,smart_device,smart_speaker_interest,smart_motion_detector_interest,smart_smoke_detector_interest,security_privacy_attribute,most_protective_value,least_protective_value,mostProtective_leastProtective_pair,willingness_to_purchase,willingness_to_purchase_coded,Reason for increase in willingness to purchase,Reason for decrease in willingness to purchase,risk_perception,risk_perception_coded,Reason for increase in risk perception,Reason for decrease in risk perception,minimum_willingness_to_pay,maximum_willingness_to_pay,order_scenario,correct_definition_number,Age,Gender,Income,Education,Background in Technology
85,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,It gives added security that your information is protected and no one can access unless authorized.,,strongly decreases,1,Knowing that information or data can not be easily access unless by a authorized person gives security of your privacy of data.,,0,0,3,1,59,Woman,"$10,000 to $19,999",Associate degree in college (2-year),Yes
86,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,"I'm busy a lot, so I'd have peace of mind knowing that Model X would install security updates on its own.",NA,no impact,3,,,0,5,2,2,29,Woman,"$40,000 to $49,999",High school graduate (high school diploma or equivalent including GED),No
86,smoke,Very interested,Very interested,Very interested,access control,access_mfa,access_password,MFA_password,no impact,3,,,slightly decreases,2,,The multi-factor authentication would make it harder for Model X to be hacked and have my data exploited.,0,25,4,2,29,Woman,"$40,000 to $49,999",High school graduate (high school diploma or equivalent including GED),No
86,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,"I would feel like I was being used if Model X was using my data to make money off of me. First, I'd be paying to buy Model X, then the company would keep making money off of me using Model X. It doesn't seem fair.",,strongly decreases,1,,My information from Model X wouldn't be ending up with third parties.,25,25,3,2,29,Woman,"$40,000 to $49,999",High school graduate (high school diploma or equivalent including GED),No
86,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,no impact,3,,,no impact,3,,,-25,5,1,2,29,Woman,"$40,000 to $49,999",High school graduate (high school diploma or equivalent including GED),No
86,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,NA,strongly increases,5,"There will be privacy and security risks any time my information is being shared. Personally, I really don't appreciate having to share my data with anyone, but I also understand why it is done. I would appreciate the option to opt out of data sharing.",,0,25,5,2,29,Woman,"$40,000 to $49,999",High school graduate (high school diploma or equivalent including GED),No
87,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,Because it will be easier and safer,,strongly decreases,1,Because just few will be aware of the security update,,25,25,4,2,27,Woman,"$150,000 or more",Master's degree,Yes
87,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,Because I can limit its exposure to outsiders,,strongly decreases,1,Having passwords provides a barrier for outsiders to have access to the device hence the device is protected,,25,25,3,2,27,Woman,"$150,000 or more",Master's degree,Yes
87,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,Because its specific to the device and wouldn't bother me with unnecessary adverts,,strongly decreases,1,Because it will demand less information since is specific only to the device,,25,25,2,2,27,Woman,"$150,000 or more",Master's degree,Yes
87,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_identify,none_identify,no impact,3,,,strongly decreases,1,Because there's no information to reveal to third parties,,0,25,5,1,27,Woman,"$150,000 or more",Master's degree,Yes
87,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_manufacturer,none_manufact,strongly increases,5,Because my privacy is secured,,strongly decreases,1,Because access to the user information is restricted,,25,25,1,2,27,Woman,"$150,000 or more",Master's degree,Yes
88,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_none,auto_none,strongly increases,5,"I think that Model X would be less ""hackable"" than the model without security updates. ",,strongly decreases,1,"If these updates are made well, there is a very low risk of privacy danger. ",,15,20,3,2,44,Woman,"$70,000 to $79,999",Master's degree,No
88,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,"I would not feel safe if I knew that Model X has no control over access, having a password would me feel more secure. ",,strongly decreases,1,I think that having no control over access is too risky. Anyone could access the device without my permission. ,,15,20,1,2,44,Woman,"$70,000 to $79,999",Master's degree,No
88,smoke,Very interested,Very interested,Very interested,purpose,purpose_personal,purpose_money,personal_money,strongly increases,5,"I would feel like Model X ""works for me"" not only for money. I would feel that it customizes features, that it ""knows me well"". ",,no impact,3,,,15,25,4,1,44,Woman,"$70,000 to $79,999",Master's degree,No
88,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_deidentify,cloud_identify,deidentify_identify,strongly increases,5,I would feel safer that not everybody can have access to my identification dates. ,,strongly decreases,1,There is a lower risk when the user cannot be identified easily. ,,25,25,5,2,44,Woman,"$70,000 to $79,999",Master's degree,No
88,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,no impact,3,,NA,no impact,3,,,25,25,2,1,44,Woman,"$70,000 to $79,999",Master's degree,No
89,smoke,Very interested,Very interested,Very interested,security update,update_manual,update_none,manual_none,strongly increases,5,Because I would want my device to be able to improve upon itself and be secure,,strongly decreases,1,,It will be able to stay more up to date on security measures,25,25,5,1,37,Woman,"$90,000 to $99,999",Bachelor's degree in college (4-year),No
89,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,"Because unless someone figured out my password, I would be the only person able to access my data",,not sure,3,,,15,25,3,1,37,Woman,"$90,000 to $99,999",Bachelor's degree in college (4-year),No
89,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_personal,main_personal,slightly increases,4,I think being more personalized is an asset ,,slightly increases,4,"I believe anything that collects personal data would increase a security risk

",,0,0,2,2,37,Woman,"$90,000 to $99,999",Bachelor's degree in college (4-year),No
89,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,slightly decreases,2,,I feel it would be helpful to go back and look at the data at a later date.  If there was another storage option I would reconsider,slightly decreases,2,,Since there is no uploading to the cloud i would not be worried about my data being breeched,-20,-15,1,2,37,Woman,"$90,000 to $99,999",Bachelor's degree in college (4-year),No
89,smoke,Very interested,Very interested,Very interested,data sharing,shared_manufacturer,shared_third,manufact_third,strongly increases,5,I do not mind the manufacturer having access so they can continue improving on the product.  Sharing to a third party would be more worrisome because you dont know who that party is,NA,slightly decreases,2,,"I believe the manufacturer to be honest and reliable when it comes to handling my data.  if they were not, it would affect the public image and they would have fewer sales",25,25,4,2,37,Woman,"$90,000 to $99,999",Bachelor's degree in college (4-year),No
90,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,strongly increases,5,Automatic security updates would apply security improvements at a much more reliable rate than having to wait for me to manually check it,NA,strongly decreases,1,,Knowing that your device is always up-to-date automatically can only ever in prove the security and privacy,25,25,4,2,40,Man,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
